1123.87457943888,927.987289373273,1258.48355967893,2201.64025369623,2235.51408842203,2861.26510703469,3926.02676429476,4942.82552696148,5903.37803343367,7229.01159585263,7337.89993709212,7338.98809806581,7352.40120781261,9422.14959659046,10812.6974853279,11814.0396443877,12413.4389350057,13329.3529033449,13471.8489286175,14046.2410367014,14536.407324354,15968.8652264791,16051.0902970985,16408.400780702,16413.152323048,16763.2063698527,16803.8449566505,16909.4415784818,19293.2864860078,22881.7960890857,23730.8841187361,24535.6669649891,24971.8026937301,27636.782122651,27708.4223033868,27987.1014854059,28720.3783681514,29257.2333074583,30369.7449676793,30650.8801576868,31986.1473675646,32058.4706107875,32335.9188540979,34560.8389727458,34958.462061195,35956.8726313587,36126.6256447005,36627.0258892493,37173.0497775354
-1063.88705156124,1166.59850368652,1569.73175710362,1858.59716422403,1952.61398878513,2275.63709081955,2346.22778415815,5326.8402259983,5561.16034615681,6057.48626870241,6144.41025581192,6474.2466062507,7670.54826473006,11102.0804874211,14221.8066003677,14619.581867131,15541.3527061116,15568.9548657265,16022.2219725784,16996.6386682938,17485.8235384594,19270.4367495586,19359.9831757772,19665.743849201,19758.9200650721,21725.5159135944,22253.5966544022,22842.4283878929,23433.6741979121,23679.6726567232,23881.7961591671,23983.9825963113,24200.1341847572,24710.4528367705,27985.2851015557,28021.412965896,28770.2363405943,31801.2238441243,33180.0563023475,34807.7369051232,35058.4158334051,35164.6176956526,35197.6973964769,36355.4843783851,36499.0237828654,37375.257064481,38175.0209887687,39917.3466676764,39978.1057477991
3843.44781884023,1713.18922393524,2356.58366759998,2392.47755086509,3485.76625769231,3780.8669202873,4213.59161121398,6093.95581448924,6396.04906014415,7104.3540434826,7909.87939448811,8846.63968520555,10280.5579206608,13130.9412815806,13256.4437586969,13335.7473226914,14492.2739004815,14740.7151013209,17910.203658631,17936.4539709698,19508.1147077092,20344.2148764567,21260.3470595788,21894.5906613875,22561.5035006865,23224.3318180108,23390.4449113645,23741.0712416363,24306.882401175,24453.944020034,24653.446762592,25547.7946135854,25909.8355583687,25919.9516289202,26642.352573573,26877.7172384899,28152.4324394818,29177.8679390496,29615.7031566472,29926.3309841636,30435.4865907268,31734.4172804447,32478.1855180671,33519.1796847917,35111.289828684,35712.3183879695,37397.0947761229,37788.0685325143,39211.1697136216
1089.98658016531,1119.74759757179,1366.57099575444,1375.5161206799,3165.54538855273,5037.20691540495,5993.7150546389,6306.99609259248,6546.39747195178,7204.55265005362,7443.40156377297,7808.9318532803,10709.3149926662,10967.5594840679,12154.6933344679,13003.2648631798,16393.5584628872,16567.9172726331,16708.8813718737,16975.5597262907,17035.8939696494,17709.2707560028,18368.8007465484,18942.9764903315,19445.1619583773,20248.2283333055,20852.6119156326,22486.7111514552,22544.6304492934,22560.3706532057,22661.7702812183,23872.5022442332,24783.6473957485,24981.2595943998,25701.9756310335,26848.2812548637,28358.6292747991,29585.9415716808,30088.3464953639,32472.9318391199,32736.4233811627,33318.391727343,33374.8154305841,34549.0236288646,35073.7978447571,36398.0114942861,38253.8331427344,38890.7307148949,39061.4098906238
2013.19268286232,1615.93544769267,2213.78526582976,2296.10340630302,2684.02391941901,2735.39175974722,4625.01523943999,4640.19821042366,5049.40934518079,5460.66905710234,6783.85170442302,7505.26183543238,7722.03918990687,9346.73067613588,9514.65649658127,9878.44665643371,13220.3846992364,14096.319522788,15228.9886713058,15280.1218018438,15758.6588161665,16542.997187142,16840.8034788411,17584.809978842,17702.6807863257,17845.140802582,19339.4446163119,20120.450730551,20717.2384878998,21329.1686132732,21364.6582480184,22120.7366634226,23276.4234344236,25171.0471694029,25417.3583424991,26164.0831484056,26673.4795891425,27168.6641286752,28581.3365159243,29224.3333605629,32269.6801866176,32520.7522420641,33656.3661469247,33765.1193326438,35785.1310455758,37150.0448760913,38045.6195839459,39289.5476194163,39885.4423399937
-1028.51930444716,735.624675193764,1251.32899356777,2716.83504091272,3047.75177069685,3559.16155884079,3950.49744079674,4339.89576790304,5468.37690836722,5725.06451377357,7447.09144552393,7742.52457167115,7752.66226854895,7873.1880514188,8753.99943713588,9447.26886312936,9615.55129487088,10169.8639258332,12071.6142843413,14344.1082578334,15772.7515851681,16495.7472464877,17307.0666889272,18654.2518255861,19242.1643752877,19809.66297141,20532.8991344822,20998.9744970159,21348.7470149929,22217.6736831225,22703.4685970982,25539.5688932671,25758.2629407029,26776.1150286949,30823.626426016,32059.0846495228,32388.8357479923,32593.5932880683,32634.04138228,33806.5033995265,34571.8395909889,36104.8821269163,36682.2692163429,36690.5423867785,36822.1876032739,38040.9002754628,38816.298044996,39021.8433758588,39097.0163332116
2154.68687452533,2558.84336102805,5847.60873700037,7266.04358716995,7727.49484467867,7886.17251686648,7996.67055289636,8724.93648392005,8843.9150256304,10623.9416474517,14673.5106341325,14789.2476545091,14794.4235296361,14961.8356102582,15421.63180659,16475.9811491415,16980.5093771698,18409.6742309041,20356.0690594557,22800.3196931998,23789.2143387012,23996.4372812727,25501.9498142919,26774.4277081541,27004.7191993602,27880.2350696165,28303.7009647685,28683.3865774369,28790.8009998651,29867.7003237037,29898.1456536412,29996.8826711517,30557.2745010446,31507.681022002,32334.7009148725,33398.8620953212,33902.1133049528,34645.3254416681,35958.1137670565,36574.9073781797,37823.7259816388,38079.4984003577,38559.5325862067,38687.2843634216,39204.1215058204,39636.6504465752,39773.5101346303,39804.4148999922,40050.2348496808
1290.65883135743,3833.24773808105,6040.60083712708,6175.70937534773,7268.32270914022,10019.7226553416,10571.6570492619,11235.1678194439,12400.4609761294,13192.7934052605,13307.3098934401,13589.9441715912,13680.8402816501,15491.5069906819,17000.6454292278,17501.0537342089,18285.7163287384,19591.9153527165,19781.9015260567,19811.1634917475,21480.5661025927,21684.7997063801,21718.6502715548,22209.999319651,22485.3520250674,23440.6740383186,24136.485014188,24501.8529236036,25055.9011816785,25266.1280379778,26011.2971645681,28754.7449306998,29419.322498959,29564.9066417896,29626.7246265753,30522.1438758117,31522.0478210894,32344.1141043724,32619.4877990287,33172.0674225065,34334.0267497936,34580.7436736795,35084.4056303958,35245.9359305266,35495.6617684361,35621.9303513814,37640.0744983471,38353.8683820094,38857.002946243
107.104725962796,3076.48833039338,3413.84354679248,3772.2890937146,4724.7549984285,4951.05961301209,4997.2651716328,5478.91334702176,5542.11845233769,6771.80416528297,6830.27035060017,7516.77272409274,7651.2424748251,7828.19803209573,8783.27948709336,9246.20215341428,11152.1994162479,11236.8579928073,12049.7812115993,13154.6263730285,13698.8316850975,17282.0830568111,17504.3592254717,17933.6261638669,19365.9767806314,19746.2413470282,20050.0787809465,20676.2752168374,20756.602551167,21712.9175147057,23417.3346168483,23871.2410254558,24158.2415407313,24206.2105859935,25266.0563196902,26309.2733452466,26426.9252900401,27488.6867924661,27654.2767268811,29695.4161382715,31912.8867592901,33079.7213003011,34233.187052911,35526.9582849393,36452.5975112277,36543.4156270277,36723.0369238985,37352.1362056232,39691.4182668948
2008.61035584358,4224.08515177318,4436.86684002575,4438.66697757691,4600.1487392977,5391.48655035185,6188.62140704043,6493.36539486911,6728.65747607007,6957.77377293248,7222.22601883583,9286.65030635732,9692.83874753904,10980.2546948233,11907.3943646834,14670.568119381,16992.6525299091,17414.6543165656,18108.5338099696,18146.7596096253,18661.6715287619,19215.2999335532,19275.4308223427,20324.6678406863,20540.0663037876,21439.1404004863,21672.4059626569,22087.259686863,24264.5156539187,26684.1971193422,27497.7017739356,27549.6146135,27753.3180936834,30134.8834947479,30207.345947731,30645.4389440546,31101.3707967383,33445.3072757512,33892.6521664599,35519.4422297312,35666.3513712393,36281.9530079823,36642.8109156879,36837.5814927744,37370.7288765076,38021.1882264315,38572.0906331916,38679.4701930899,39597.0531681948
